text,labels
"“To children and the vast majority of young and middle-aged adults and the vast majority of teachers, (the coronavirus) poses virtually zero threat.""",1
Some Ghanaians can't find their COVID-19 vaccination records on the immunization tracker website,1
"330,000 people a day are being tested for Covid-19 under the Test and Trace programme.",1
"Aaj Tak telecasted a news in which the Chinese PM said, ‘Reading Quran and offering namaz is the only cure for COVID-19’",1
Video shows Italian child shouting for his mother who died because of COVID-19,1
First coronavirus patient in South Africa is cured,1
As the number of COVID-19 coronavirus cases in NSW has increased a social media post has suggested a new case may have been found in the NSW regional town of Dubbo.,1
"the COVID-19 pandemic was planned … it’s very clear this virus was manipulated … the virus didn’t jump directly to humans, that’s not how it works, that’s accelerated viral evolution",1
Australian army chief said every Australian must get vaccinated against COVID-19.,1
"""Report: Vaccine related deaths may rival recorded COVID-19 deaths.""",1
There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,1
The number of COVID-19 deaths in the U.S. surpassed U.S. deaths in the Vietnam War by late April.,1
"COVID-19 was downgraded from high consequence infectious disease (HCID) status by the UK government on 19th March, 2020.",1
No Covid-19 patients die outside of hospitals,1
Facebook posts claim an organ trafficking racket in Mumbai in the name of COVID,1
Dolphins and swans return to Italy waterways after Covid-19 lockdown.,1
“We have one of the lowest mortality rates in the world” from COVID-19.,1
'Spanish biological researcher' called on international football stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.,1
Ministry of Home Affairs (MHA) issued an order that sharing post about coronavirus on social media groups a punishable offense,1
"Betty White told a news outlet she received a COVID-19 vaccine booster on Dec. 28, three days before her death, saying",1
Videos of magnets sticking to arms prove that the COVID-19 vaccines contain microchips.,1
Vaccine kills more people than COVID-19,1
23 elderly people died in Norway from taking Pfizer's COVID-19 vaccine.,1
"The World Health Organization skipped two letters of the Greek alphabet, nu and xi, when naming omicron, a newly identified variant of the coronavirus.",1
Wuhan Coronavirus outbreak linked to eating bats,1
US newspaper The New York Times and German broadcaster Deutsche Welle have endorsed China’s Covid-19 vaccines,1
Profusa's bionsensors are being injected into humans through COVID-19 vaccines.,1
"Images from protests against COVID-19 restrictions in Berlin, Germany",1
"Orange County Supervisor Don Wagner expressed genuine concern over ""tracking devices"" when he asked a health official about their potential presence in COVID-19 vaccines during a county board meeting.",1
An image shows a COVID-19 vaccine appointment sign with an organ donation reminder,1
Data from a new app which tracks symptoms of Covid-19 claims that up to 6.6 million people in the UK have the disease.,1
Thai king chanting Islamic invocation to get rid of coronavirus,1
Japan has not declared the end of Covid-19,1
COVID-19 vaccine to be given in penis.,1
WHO changed COVID-19 testing guidelines; one PCR test is not enough to diagnose COVID-19,1
Video shows Bill Gates’s microchips hidden inside Covid-19 vaccinations?,1
UK Prime Minister Boris Johnson received a COVID-19 booster with the lid on,1
Indian Council of Medical Research (ICMR) issued guidelines for using Ivermectin drug as preventive medication against Covid-19.,1
"Photo shows mass protest against Covid-19 restrictions in Vienna, Austria",1
Image shows Italian doctor couple sharing last few moments amid Covid-19 outbreak,1
A q-tip up someone's brain to test for COVID is equivalent to a drop of spit that can infect someone six feet away,1
Australian authorities question safety of AstraZeneca Covid-19 vaccination,1
Countries Throwing Dead Bodies Infected With Coronavirus into the Sea,1
Photo shows Duterte carrying out presidential duties during COVID-19 pandemic,1
"The World Health Organization (WHO) released guidance for laboratories to reduce PCR test ""cycle count"" (Ct) to get more accurate representations of COVID-19 cases. Current cycles were returning a large number of false positives.",1
Body becomes magnetic after COVID vaccine- Nashik magnet man,1
"Krispy Kreme is giving one free doughnut every day to anyone with a proof of COVID-19 vaccination starting March 22, 2021, through the rest of the year.",1
Video shows Seoul rally against coronavirus restrictions in August 2020,1
"Those who receive the COVID-19 vaccine will face a 1-in-10,000 chance of death",1
COVID-19 vaccines contain metals or microchips that cause magnets to attach to the arm of vaccinated people,1
Covid-19 has never been isolated or photographed and so does not exist,1
“Head of Pfizer Research: Covid Vaccine is Female Sterilization”,1
A military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan.,1
There was no COVID-19 vaccine distribution plan under Trump.,1
"A graph from Vaccine Adverse Event Reporting System (VAERS) published on July 30, 2021 reveals that 12,366 people died upon receiving COVID-19 jabs. Most of the reported deaths were Pfizer-vaccinated and males.",1
The medication ivermectin is an alternative to Covid-19 vaccines,1
Photo of Bharat Biotech Vice President taking COVAXIN (indigenous experimental COVID-19 vaccine) first dose,1
Health Ministry issued this Coronavirus advisory,1
“NIH COVID Treatment Guidelines Approve Ivermectin”,1
Virus that causes Covid-19 cannot be blocked by face masks,1
Photos show Italian hospitals overwhelmed by Coronavirus patients,1
There are some side effects after taking COVID-19 vaccine AstraZeneca,1
"COVID Vaccine Spike Proteins Do Enter Cell Nuclei, Suppress DNA Repair, Or Unleash Cancer, Immunodeficiency, Autoimmune Disorders Or Accelerated Aging",1
The blue blood of horseshoe crabs is required for the production of COVID-19 vaccines.,1
"""From this morning we have brought a special drug used in China which is claimed to have resulted in improvements in intensive care patients, cutting their time in care from 11-12 days to four days. The new drugs will be used by COVID-19 patients being treated in intensive care units.”",1
Viral symptoms on coronavirus and other diseases released by AIIMS,1
A mosque vandalised during the Delhi riots last year has now been converted into a Covid facility.,1
"""I wish they [China] told us three months sooner that this [the coronavirus] was a problem. We didn’t know about it. They knew about it and they should have told us.""",1
That food palliatives meant for distribution during the COVID-19 lockdown period was hoarded by an individual or a group of persons.,1
WHO has taken a U-turn on COVID. It is a seasonal virus and patients don't need to isolate,1
"COVID-19 vaccines threaten people's fertility, no matter their type of reproductive systems.",1
Country music icon Dolly Parton helped fund Moderna's COVID-19 vaccine.,1
Ghana to receive about 2.4 million AstraZeneca/Oxford COVID-19 vaccine by end of February.,1
"The COVID-19 pandemic was planned by the Rockefeller Foundation in ""Operation Lockstep.""",1
Crowded KR Market in Bengaluru during coronavirus,1
Viral posts that have been circulating on social media and in WhatsApp groups claim that French Nobel laureate Luc Montagnier stated that everyone vaccinated against COVID-19 would be dead within two years and that COVID-19 vaccines were causing SARS-CoV-2 variants to emerge.,1
COVID-19 vaccine by Pfizer and BioNTech caused Bell’s palsy and deaths,1
“CDC officials admit more hospitalizations of young people from vaccine than from the actual COVID virus.”,1
Top Pathologist Claims Coronavirus is “The Greatest Hoax Ever Perpetrated on an Unsuspecting Public”,1
Dutch restaurants solved the problem of dining out during the COVID-19 coronavirus disease pandemic by installing personal greenhouse booths.,1
5G mast component has part labelled COV 19,1
"Crows flock to Wuhan, China, after coronavirus outbreak",1
"""The [COVID-19] vaccine killed Marvin Hagler.""",1
"The United Kingdom and the United States are underreporting COVID-19 vaccine adverse effects, reporting only one percent of the actual number.",1
